CRSE_GRADE_OFF,percentile in HS class,ACTMATH,ACTCOMP,YEARS_OF_STUDY_ACT,ALG SCORE,MBSC SCORE,TRIG SCORE,self reported math GPA,placement
C,0.82,28,26,8,660,690,560,4,MATH E
B,0.84,23,26,8,490,520,420,4,MATH C
D,0.86,26,25,5,580,760,490,3.5,MATH D
BC,0.86,26,25,5,580,760,490,3.5,MATH D
A,0.75,22,21,8,480,470,540,4, 
A,0.85,24,26,8,480,570,610,3.8,MATH C
B,0.78,29,27,8,660,690,610,3.7, 
B,0.7,24,24,7,480,450,540,3.7,MATH C
A,0.98,28,27,8,630,600,610,4, 
A,0.98,29,26,8,640,690,540,4, 
B,0.96,26,29,8,660,760,560,4,MATH E
A,0.88,24,23,8,530,540,520,4,MATH D
AB,0.86,25,23,5,530,450,520,3.7,MATH D
AB,0.98,26,25,5,580,600,610,4,MATH D
A,0.99,35,35,8,750,760,840,4,MATH E
B,0.87,27,29,8,, , ,3.2, 
A,0.89,33,28,8,,,,4,MATH E
A,0.76,27,23,5,610,640,590,3.8,MATH E
B,,21,24,0,370,490,470,,MATH B
C,0.43,23,20,6,420,450,470,3.3,MATH B
D,0.72,26,28,8,580,570,520,3.8, 
F,0.62,24,24,8,510,540,420,, 
BC,0.62,24,24,8,510,540,420,, 
A,0.79,25,24,6,570,800,600,3.5, 
C,0.99,26,23,8,630,690,850,4,MATH E
AB,0.84,24,23,0,390,490,470,3,MATH B
A,0.95,28,27,7,530,760,490,4,MATH D
B,,22,18,8,, , ,4, 
F,0.83,26,25,5,470,640,450,4,MATH C
F,0.83,26,25,5,470,640,450,4,MATH C
B,,23,22,6,480,450,470,3.5,MATH C
A,0.98,30,26,5,610,760,760,4,MATH E
A,0.99,26,26,8,720,850,760,4,MATH E
C,0.77,20,24,5,510,450,420,3.5,MATH B
A,0.89,25,23,6,660,710,640,3.8, 
C,,23,24,0,470,470,450,, 
C,0.87,25,27,8,510,490,450,3.5, 
BC,,28,25,6,610,570,560,3.8,MATH E
BC,,25,25,7,570,590,510,4, 
C,0.78,22,22,5,390,460,420,3.5, 
BC,,23,23,7,460,510,390,3, 
B,,23,26,0,470,460,440,,MATH B
B,0.78,25,23,5,600,610,490,4,MATH D
A,0.99,33,33,8,850,850,640,4, 
BC,,26,26,8,570,600,640,3.4, 
BC,0.77,24,22,6,490,570,540,3.7,MATH C
F,0.53,28,26,6,630,640,610,3.3,MATH E
D,0.53,28,26,6,630,640,610,3.3,MATH E
BC,0.76,19,22,5,410,360,450,3.3, 
B,,23,20,8,, , ,3.7, 
B,0.68,24,24,0,510,470,540,, 
AB,0.57, , ,6,,,,3.3,NO SCORE
B,0.76,30,25,8,480,570,450,4,MATH C
D,0.84,22,23,5,490,570,520,4,MATH C
BC,0.93,26,24,6,570,540,520,4,MATH D
B,0.75,21,22,8,480,490,470,3.7,MATH C
A,0.92,27,27,8,610,760,520,4,MATH D
AB,,26,26,6,, , ,4, 
C,,21,19,7,420,430,450,2.7, 
BC,0.82,26,24,5,450,470,520,4, 
A,0.7,25,25,4,370,390,420,3.7,MATH B
C,,27,26,8,460,540,470,3.2, 
A,0.91,26,24,8,520,600,550,4,MATH D
B,0.36,24,25,5,, , ,3.3, 
BC,0.44,20,19,6,430,460,490,2.8,MATH B
D,0.63,25,24,6,540,620,640,3.3, 
BC,0.6,22,24,0,510,540,560,,MATH D
A,,25,27,5,630,670,660,3.6,MATH E
B,0.83,29,29,8,750,850,670,4,MATH E
A,0.86,33,30,8,640,760,640,4,MATH E
AB,0.62,20,23,8,350,520,420,3.3,MATH B
B,0.83,22,23,7,390,520,490,4, 
C,,19,22,8,450,420,450,2.8,MATH B
B,0.98,24,28,6,520,690,710,4, 
A,0.98,34,32,8,640,760,760,4,MATH E
BC,0.83,25,23,6,640,690,560,4,MATH E
A,0.97,27,30,8,700,600,640,4,MATH E
B,0.69,28,29,8,570,570,610,4,MATH D
BC,0.83,19,24,6,520,520,420,3.3, 
C,0.58,26,28,8,420,570,400,4, 
B,0.86,26,29,6,560,570,450,3, 
D,0.91,25,25,6,610,670,570,3.8, 
BC,0.99,23,19,7,450,600,420,4,MATH C
B,0.74,24,20,6,440,520,450,3.7, 
B,0.85,21,22,8,390,380,320,2.3, 
B,0.75,24,23,8,510,470,450,3.3,MATH C
BC,0.74,25,23,6,610,760,610,3.8,MATH E
BC,0.67,26,26,8,510,540,470,4, 
AB,0.86,24,26,6,520,490,520,3, 
D,0.79,26,26,6,490,540,470,3.3, 
AB,0.79,26,26,6,490,540,470,3.3, 
BC,,23,25,7,420,320,420,3.7,MATH B
B,0.94,30,26,6,530,690,390,4, 
C,,25,25,8,390,470,520,2.3,MATH B
C,,23,23,8,480,490,490,3, 
C,0.81,23,21,8,500,510,440,,MATH C
B,0.7,25,25,8,370,460,390,3.5,MATH B
C,0.77,22,22,6,450,490,520,3.7,MATH B
BC,0.6,26,24,5,580,760,420,3,MATH D
A,0.96,27,25,5,540,570,520,4,MATH D
C,,22,19,8,370,390,390,3.7,MATH B
C,0.8,18,22,6,442,420,520,3,MATH B
C,0.76,21,22,6,450,490,420,3.7,MATH B
A,0.9,26,21,8,660,640,760,4, 
F,0.84,25,25,7,550,660,470,3.5, 
C,,17,22,8,430,330,320,,MATH A
A,,26,24,8,540,570,520,3.8,MATH D
F,0.74, , ,8,470,510,470,3.4,MATH B
A,0.8,26,28,6,570,690,710,3.7,MATH D
B,0.92,27,24,8,570,560,540,4,MATH D
A,0.92,24,24,5,480,490,590,4, 
A,,24,23,6,470,600,610,,MATH C
A,0.92,27,30,6,600,690,520,3.8,MATH D
B,0.95,26,26,8,490,540,560,4,MATH C
C,0.76,19,23,6,450,450,470,2,MATH B
BC,0.84,24,24,8,520,490,450,4, 
AB,0.73,24,23,4,520,520,420,3.7,MATH D
A,0.95,27,24,6,, , ,4, 
B,0.78,26,25,6,510,570,520,4,MATH D
F,,26,25,8,620,660,640,3.8,MATH E
AB,,26,25,8,620,660,640,3.8,MATH E
F,0.87,19,21,8,370,390,320,4, 
BC,0.71,18,24,7,390,450,270,2.3, 
B,,25,24,6,510,490,590,4, 
C,0.94,25,26,6,540,520,490,3.8,MATH D
BC,0.52,20,20,6,330,360,360,,MATH A
F,0.73,19,25,6,520,420,360,3.3, 
B,0.83,20,22,8,490,570,480,4,MATH C
C,0.78,27,30,6,480,690,420,,MATH C
A,0.78,28,25,8,520,540,520,4, 
C,0.76,25,26,7,480,490,470,2.3, 
B,,24,21,6,, , ,2.3, 
BC,0.99,22,27,8,530,540,540,4,MATH D
B,0.9,20,23,8,630,570,540,4,MATH D
BC,0.68,22,23,4,410,460,420,3, 
B,,25,23,8,470,540,440,2.8,MATH C
B,0.77,27,27,6,440,560,510,4,MATH C
BC,0.96,28,25,8,630,690,710,4, 
A,,26,24,6,540,660,640,3.8,MATH D
C,0.81,28,28,5,700,760,670,4,MATH E
A,0.86,25,26,6,470,520,520,4,MATH C
C,0.77,22,23,8,440,420,540,3,MATH B
C,0.68,26,25,8,520,490,610,3.2, 
BC,0.87,28,25,6,600,600,670,4,MATH D
A,,30,27,8,750,850,850,4,MATH E
AB,0.72,26,25,5,680,690,590,3.2,MATH E
AB,,24,25,6,450,400,490,,MATH B
A,0.97,32,31,8,640,760,760,4,MATH E
BC,,25,26,8,390,540,360,2.8,MATH B
B,,24,26,8,, , ,2.3,MATH B
A,0.89,26,23,8,520,570,590,4,MATH D
B,0.82,32,28,8,640,690,670,4,MATH E
C,,20,23,8,510,590,490,3.5, 
C,,24,24,8,480,540,610,, 
B,0.71,19,24,8,, , ,, 
C,0.77,22,21,5,, , ,3.7, 
B,,28,24,8,570,640,450,, 
A,0.99,33,28,8,600,690,540,4,MATH D
A,0.5,29,28,5,620,620,610,3.3, 
AB,0.7,27,23,8,410,540,510,4, 
D,0.92,18,20,6,410,320,470,3.7,MATH A
AB,,30,28,0,720,690,840,3.6,MATH E
BC,0.71,23,23,8,410,470,320,1.8,MATH B
B,0.89,24,22,8,480,490,490,4,MATH C
C,0.83,23,25,8,640,640,490,4,MATH D
BC,0.94,23,25,8,520,690,390,4,MATH D
B,,30,26,8,680,640,670,4,MATH E
A,0.93,26,27,8,600,690,590,4,MATH D
AB,0.83,28,28,8,680,760,840,3.7, 
BC,0.6,25,25,8,570,660,470,3.8,MATH D
A,0.74,27,20,8,, , ,3.8,MATH B
A,0.66,26,25,8,640,600,710,3.3,MATH E
B,0.79,23,25,6,440,490,520,, 
BC,0.77,25,22,4,530,600,610,3.8,MATH D
AB,0.91,26,25,8,610,570,760,3.8,MATH E
AB,0.8,23,26,6,480,420,390,4,MATH C
B,,21,27,6,,,,,MATH B
B,,23,23,4,440,570,470,,MATH C
B,0.91,22,22,4,470,520,450,4, 
BC,0.61,25,23,8,480,540,610,3,MATH C
A,,29,29,8,660,760,840,3.8,MATH E
B,0.88,25,23,7,580,570,470,4, 
AB,,26,24,6,680,640,560,4, 
C,,24,24,6,390,570,520,3.7, 
A,0.9,25,29,8,630,660,580,3, 
B,0.84,24,25,8,570,540,580,3.8,MATH D
F,0.44,23,23,0,440,520,420,,MATH C
B,0.44,23,23,0,440,520,420,,MATH C
D,,26,26,8,450,520,520,3.5, 
AB,0.96,22,23,6,600,600,520,4,MATH D
B,0.77,25,24,8,490,540,640,3.8,MATH C
A,,27,24,4,630,690,640,4, 
AB,0.91,29,28,6,630,760,590,4,MATH E
F,0.78,25,22,6,660,520,740,4,MATH E
AB,0.78,25,22,6,660,520,740,4,MATH E
AB,0.71,25,23,6,530,450,490,3.8,MATH D
A,0.85,26,24,5,600,570,520,3.2,MATH D
A,0.88,27,24,6,500,490,390,4,MATH C
C,0.88,23,22,8,420,570,360,3.5,MATH B
B,0.95,23,21,8,530,540,520,4,MATH D
C,0.87,24,23,8,590,710,640,4,MATH D
BC,0.78,26,29,6,520,570,640,3.4,MATH D
A,0.9,29,25,6,640,760,590,4,MATH E
B,,25,27,8,540,570,490,4,MATH D
AB,0.83,27,31,8,660,760,670,3.7,MATH E
AB,0.77,21,22,6,480,520,560,2.5,MATH C
C,0.81,26,25,8,600,620,670,3.8, 
AB,,26,28,8,290,520,300,2.6, 
D,0.86,25,28,8,, , ,3.7, 
BC,,25,27,8,570,600,640,3.2,MATH D
B,0.75,25,24,8,600,710,670,,MATH D
B,0.84,28,25,8,480,540,510,4,MATH C
D,0.21,21,17,4,, , ,1.5,MATH C
D,0.21,21,17,4,, , ,1.5,MATH C
D,0.21,21,17,4,, , ,1.5,MATH C
B,0.7,24,28,6,490,570,450,2.3, 
AB,0.93,25,24,4,520,520,490,4,MATH D
C,0.82,26,26,6,700,640,520,4, 
F,0.7,24,22,8,420,420,470,3.5,MATH B
AB,0.92,23,22,8,510,570,540,3.5,MATH D
C,,17,20,5,390,290,320,3,MATH A
F,0.83,25,23,7,490,450,490,4,MATH C
BC,0.83,25,23,7,490,450,490,4,MATH C
B,0.95,25,24,8,, , ,4, 
A,0.93,25,26,6,350,450,450,4,MATH B
AB,0.83,28,27,8,540,620,560,3.6, 
BC,0.62,23,23,8,500,590,580,,MATH C
B,0.95,24,22,8,390,520,540,4,MATH B
A,0.79,20,22,8,330,380,420,3.5, 
BC,0.76,26,23,6,600,600,420,3.8,MATH D
A,0.69,29,28,8,680,710,670,4, 
B,0.57,24,25,0,, , ,, 
C,0.53,25,27,8,600,660,580,3,MATH D
BC,0.69,25,24,5,540,600,470,4,MATH D
A,0.88,27,28,8,530,600,590,4,MATH D
A,0.84,24,22,6,460,540,470,3,MATH C
BC,0.75,27,25,0,680,620,760,,MATH E
B,0.64,20,20,7,440,440,360,3,EXPIRED
A,0.69,25,23,8,500,560,670,2, 
C,,21,20,6,, , ,3.3, 
AB,0.57,19,21,0,440,490,490,,MATH B
B,0.86,24,24,5,530,570,540,4, 
AB,,26,22,8,640,760,710,4,MATH E
BC,,28,26,8,540,660,510,4, 
C,,17,19,8,340,440,420,3.7,MATH B
A,,26,25,7,, , ,3.5, 
C,0.82,24,23,5,530,570,540,3.7, 
C,0.83,23,25,5,490,540,590,3.5,MATH C
D,0.61,18,20,6,430,360,470,3,MATH A
BC,0.8,22,24,6,470,510,540,3, 
D,0.53,20,19,6,410,520,470,,MATH B
B,,25,26,8,300,460,420,4,MATH B
A,,27,25,8,540,560,510,3.7,MATH D
A,0.95,25,28,8,570,600,490,4,MATH D
A,0.98,26,25,5,580,640,490,4,MATH D
D,0.78,24,24,8,440,520,540,3.7, 
C,,22,23,6,560,730,580,3.8,MATH D
BC,0.96,23,23,6,480,450,520,4,MATH C
B,0.84,23,22,8,480,490,420,3.3,MATH C
C,0.78,23,23,0,510,470,540,3.3,MATH C
C,0.77,22,22,7,480,490,390,3, 
C,,20,23,6,390,510,470,3.4,MATH B
A,0.71,29,33,8,750,790,710,4,MATH E
A,0.65,26,24,6,440,590,510,3.4, 
B,0.94,23,22,6,480,520,560,4,MATH C
A,,25,23,7,470,590,560,4,MATH C
B,0.82,23,24,6,500,490,470,3.8,MATH C
F,0.6,23,20,7,480,590,540,,MATH C
C,0.6,23,20,7,480,590,540,,MATH C
C,0.8,24,22,8,470,440,440,3.4,MATH B
BC,0.89,24,26,8,570,620,540,3.6,MATH D
D,0.38,17,16,6,560,590,470,3.5, 
C,0.66,23,25,8,540,490,510,,MATH D
C,0.54,22,24,6,410,390,440,,MATH B
B,0.72,20,26,6,460,490,540,3,MATH B
C,0.94,17,21,5,430,420,490,4,MATH B
BC,0.91,24,22,6,420,600,450,4,MATH B
C,0.89,23,24,8,470,520,560,4,MATH C
F,0.47,22,23,6,, , ,, 
B,,22,22,6,470,540,420,3.8,MATH C
B,0.91,27,23,8,630,760,490,3.5,MATH D
AB,0.88,23,24,5,570,620,510,4,MATH D
AB,0.72,27,22,8,540,590,490,3.8, 
C,0.77,29,28,6,600,760,540,3,MATH D
C,0.47,17,19,6,330,360,360,2.3,MATH A
B,0.97,24,23,8,510,570,490,4,MATH D
A,0.78,27,24,8,510,400,490,2.8, 
D,0.65,24,26,7,390,560,320,3, 
A,0.96,27,27,8,700,790,560,4,MATH E
B,0.89,19,22,8,440,490,390,3.3,MATH B
AB,0.92,23,23,6,480,520,450,4,MATH C
A,,31,26,8,, , ,4, 
AB,0.81,26,24,6,520,590,510,3.7,MATH D
B,,18,21,8,460,600,440,4,MATH B
A,,21,24,5,480,590,490,4,MATH C
A,0.83,26,25,5,560,600,590,4,MATH D
A,0.89,27,23,4,610,640,560,3.7,MATH E
C,0.84,23,21,8,440,440,510,3.7,MATH B
A,,29,27,2,780,760,760,4, 
A,0.88,23,24,7,390,490,510,4,MATH B
BC,,24,29,5,490,650,460,, 
BC,0.66,24,26,7,440,440,490,2,MATH B
A,0.76,23,27,6,540,560,440,4,MATH D
A,0.8,23,21,8,390,390,440,3.3,MATH B
AB,0.57,24,20,6,570,600,480,3,MATH D
AB,,26,23,8,540,560,640,3, 
B,0.9,21,22,7,410,450,490,3.8, 
C,0.73,27,26,8,630,710,580,3.4,MATH E
BC,0.64,23,24,8,430,390,470,,MATH B
BC,0.82,19,25,8,430,510,540,3.8,MATH B
B,,29,24,5,680,590,560,3.8,MATH E
A,,23,24,6,540,510,560,3.7,MATH D
D,0.85,23,24,8,450,490,540,4,MATH B
B,0.77,19,21,8,350,380,470,4,MATH A
B,,23,25,8,480,570,540,3, 
A,0.72,27,25,5,600,790,510,3,MATH D
F,,25,23,5,, , ,3,MATH B
B,0.92,29,25,8,560,620,540,4,MATH D
B,0.8,21,23,8,410,390,360,3, 
BC,0.81,21,23,6,440,420,320,3,MATH B
F,0.61,21,22,8,, , ,2.5, 
B,0.77,23,25,8,510,760,470,4,MATH D
B,0.58,29,28,8,630,710,670,3.3, 
BC,,23,25,8,480,510,360,,MATH C
B,0.94,24,23,6,450,600,490,4,MATH C
AB,0.99,24,27,6,510,640,520,4, 
BC,,24,26,5,370,540,440,2.7,MATH B
C,0.73,26,28,5,580,600,490,,MATH D
A,0.86,27,29,8,830,710,710,4, 
BC,0.96,25,25,6,510,520,520,4,MATH D
B,,24,24,8,450,570,520,,MATH C
BC,0.87,23,20,8,370,440,360,3.8, 
D,,24,23,8,, , ,4,MATH C
A,0.95,28,26,6,650,620,610,3.4,MATH E
A,0.92,26,26,8,480,790,490,4,MATH C
B,0.86,29,23,5,600,710,540,4,MATH D
A,,27,24,8,590,590,470,3.5,MATH D
B,,25,24,8,470,560,510,3.7,MATH C
AB,,26,25,8,510,590,540,4, 
C,0.43,19,22,5,350,440,420,,MATH B
A,0.86,26,23,6,560,540,580,4,MATH D
BC,0.87,18,20,5,430,590,440,4,MATH B
C,0.76,26,23,8,520,520,590,4,MATH D
B,0.79,25,23,6,550,590,510,4,MATH D
A,0.76,25,25,4,550,660,490,4,MATH D
AB,,29,29,8,620,620,510,3,MATH D
AB,0.9,31,27,8,550,540,640,3.7,MATH D
A,0.81,28,27,5,550,590,580,3.4,MATH D
B,,25,26,8,550,560,470,3.8,MATH D
AB,0.94,26,25,8,500,620,490,4,MATH C
C,,23,25,8,430,490,440,3, 
A,0.75,22,24,5,440,420,490,,MATH B
D,0.78,20,24,6,410,360,360,3,MATH A
D,0.78,20,24,6,410,360,360,3,MATH A
C,0.78,20,24,6,410,360,360,3,MATH A
C,0.77,21,20,6,440,470,470,3,MATH B
C,0.71,25,22,8,530,690,540,3,MATH D
AB,0.89,30,32,8,730,850,670,4,MATH E
A,0.89,25,28,7,510,640,470,4,MATH D
C,,26,24,8,, , ,4,MATH B
AB,,21,23,0,460,710,440,, 
B,,22,20,5,510,440,540,3,MATH C
AB,0.93,22,25,7,480,790,440,3.3,MATH C
BC,0.68,27,27,6,500,460,490,3, 
F,0.5,24,23,5,550,540,440,3, 
C,0.5,24,23,5,550,540,440,3, 
B,,18,25,6,350,330,390,4,MATH A
AB,,26,29,8,550,620,510,3.8,MATH D
B,0.73,21,23,0,410,420,490,3.3,MATH B
B,0.65,16,21,0,410,390,390,, 
B,,31,26,8,570,710,610,4,MATH D
B,,25,23,6,500,540,540,3.8,MATH C
A,0.75,33,28,8,, , ,3.8, 
B,0.63,21,23,6,430,510,420,,MATH B
BC,0.7,24,24,8,460,560,420,3.8,MATH C
D,,26,29,8,410,570,360,2.7, 
A,0.92,28,30,8,570,540,510,4,MATH D
B,,31,28,8,700,850,760,4,MATH E
C,0.51,18,19,5,390,420,490,3, 
AB,,32,34,8,, , ,4, 
A,0.9,26,26,8,550,540,560,4,MATH D
A,0.86,30,29,0,630,640,710,3.5,MATH E
AB,0.82,24,24,4,590,560,640,3.7,MATH D
B,0.88,27,23,8,650,590,580,3.6,MATH E
AB,0.72,28,26,8,550,660,420,3, 
C,0.79,27,25,8,560,620,580,3.5,MATH D
D,0.84,24,23,6,560,710,580,4,MATH D
B,0.99,21,25,5,460,440,420,4,MATH B
F,0.65,27,27,5,660,790,670,3.7, 
C,0.65,27,27,5,660,790,670,3.7, 
BC,,21,21,0,410,490,360,,MATH B
B,0.89,25,26,8,570,620,580,4,MATH D
B,0.76,20,27,6,350,440,470,3.5,MATH B
B,0.78,22,25,7,, , ,3.3, 
D,,23,25,8,540,330,420,3.3, 
A,0.9,23,25,5,540,710,610,4,MATH D
C,,25,24,0,350,460,560,3.5,MATH B
BC,0.92,21,20,6,520,560,540,4,MATH D
B,0.85,22,23,7,480,560,420,4,MATH C
B,0.93,24,21,6,390,470,420,4,MATH B
A,0.98,30,27,5,650,850,710,4,MATH E
A,0.99,32,34,8,730,790,760,4,MATH E
C,0.78,20,22,8,330,260,270,3.7,MATH A
C,0.91,25,27,5,750,590,610,3.3, 
A,0.75,26,25,6,460,620,490,,MATH C
B,,16,18,6,340,280,190,3,MATH A
AB,0.88,27,27,8,, , ,4,MATH E
F,0.29,18,15,8,500,560,390,2.7,MATH C
BC,0.87,24,25,6,610,600,640,3.6,MATH E
B,0.96,24,24,6,520,560,490,4,MATH D
C,0.72,23,23,6,350,360,390,3,MATH B
AB,,25,26,8,540,710,540,3.7,MATH D
B,0.87,23,25,4,590,590,390,3,MATH D
AB,,28,26,6,620,790,580,3.5, 
C,0.84,17,20,6,510,420,270,4,MATH B
A,0.92,25,24,8,700,790,760,4,MATH E
C,,25,25,6,, , ,3, 
D,0.58,25,27,7,500,560,470,3, 
AB,0.72,19,19,5,470,360,320,4,MATH B
AB,0.66,27,28,8,, , ,, 
A,0.92,26,23,8,590,620,540,4,MATH D
C,0.76,24,23,5,510,490,510,3,MATH C
F,0.86,17,21,6,350,390,490,4,MATH B
C,0.72,20,24,5,370,390,320,3,MATH A
C,0.53,29,22,8,510,660,710,4,MATH D
B,0.68,26,25,6,700,660,580,3.8, 
A,0.81,23,22,8,350,440,470,3.5,MATH B
F,0.83,24,23,8,, , ,4,MATH B
C,0.83,24,23,8,, , ,4,MATH B
B,,24,26,6,370,420,470,3.7,MATH B
A,,27,26,8,730,710,560,4,MATH E
B,0.55,21,20,8,, , ,3,MATH D
AB,0.85,21,23,8,350,490,470,3.7, 
F,0.44,23,24,6,300,400,450,,MATH B
B,0.57,23,23,6,370,420,420,3.3,MATH B
D,,24,25,8,420,490,420,3, 
A,0.86,23,25,8,540,710,640,4,MATH D
A,0.98,27,27,8,600,560,580,4,MATH D
A,0.9,27,23,8,700,710,640,4, 
B,0.72,24,22,8,520,540,510,3, 
AB,0.89,24,26,4,590,660,640,4,MATH D
C,,28,26,8,630,710,670,4,MATH E
AB,0.8,28,28,8,570,540,540,4,MATH D
D,0.74,23,29,8,370,440,390,3.3,MATH B
A,0.77,24,24,8,390,490,470,4,MATH B
AB,0.91,26,25,6,570,620,560,4, 
BC,0.9,24,26,7,490,540,490,4,MATH C
AB,0.94,26,27,6,600,660,560,4,MATH D
AB,0.74,25,27,6,410,540,510,3.5,MATH B
BC,0.79,21,22,6,470,540,490,2.8,MATH C
C,,28,30,8,700,790,610,3.4,MATH E
B,0.92,24,26,6,470,620,490,4,MATH C
BC,0.82,24,24,7,410,420,420,3.8,MATH B
C,0.79,25,21,6,560,590,510,3,MATH D
AB,0.9,21,20,8,470,560,440,4, 
A,0.89,25,22,8,500,540,490,3.8,MATH C
A,0.7,23,19,8,600,660,560,,MATH D
B,0.61,25,25,8,460,510,390,3.3,MATH B
C,,27,25,6,, , ,3.5, 
B,0.83,23,26,6,430,590,360,3.7,MATH C
B,0.72,23,23,8,540,490,360,4,MATH D
D,0.64,25,25,8,520,510,580,3.7,MATH C
B,0.64,25,25,8,520,510,580,3.7,MATH C
C,0.87,16,22,5,330,390,320,4,MATH A
C,,22,24,8,430,420,320,,MATH B
A,,26,27,4,, , ,4, 
AB,0.84,19,20,5,460,420,320,3.5,MATH B
B,,23,24,8,460,660,390,, 
A,0.88,20,22,8,510,520,540,4, 
A,0.76,22,21,8,500,490,540,3.3,MATH C
AB,,24,23,8,590,620,560,3.3,MATH D
B,,26,28,5,570,710,610,3.7,MATH D
C,0.85,23,21,8,500,490,360,4,MATH C
BC,0.71,19,20,8,330,490,440,3,MATH B
B,0.67,19,22,0,520,560,580,3.5,MATH C
BC,,24,25,0,510,560,610,3.7,MATH D
AB,0.45,19,21,5,, , ,2.3, 
C,0.83,24,22,8,460,560,540,3.3,MATH C
A,,26,23,6,620,590,490,3.7,MATH D
B,0.83,22,22,8,470,560,470,3.3,MATH C
C,0.68,16,22,8,270,390,320,3,MATH A
AB,0.76,25,24,8,460,560,580,3.4,MATH C
A,0.96,28,27,6,790,850,670,4,MATH E
BC,0.82,23,21,5,440,420,440,4,MATH B
BC,0.86,19,23,5,480,460,320,3.3,MATH B
C,0.82,17,18,0,430,440,320,3,MATH B
C,0.76,25,23,8,, , ,3.7,MATH E
C,0.82,22,21,6,550,440,490,3,MATH D
AB,0.8,27,25,7,440,620,510,4,MATH C
C,0.91,23,23,6,430,510,270,3.3,MATH B
B,0.76,20,21,5,440,460,390,3.3, 
B,,27,26,5,, , ,4, 
AB,,23,25,8,520,490,540,4,MATH C
B,0.76,25,25,5,410,440,440,3,MATH B
F,0.68,22,22,8,510,510,390,,MATH C
B,0.68,22,22,8,510,510,390,,MATH C
A,,24,26,4,570,660,510,4,MATH D
B,,22,25,6,510,540,420,, 
B,0.95,27,27,8,520,590,470,4,MATH D
A,0.81, , ,5,, , ,4, 
A,0.96,25,23,5,, , ,4, 
BC,0.83,20,23,8,440,440,420,3.3,MATH B
D,0.87,26,25,8,550,710,560,3.7,MATH D
AB,0.87,26,25,8,550,710,560,3.7,MATH D
A,0.99,28,26,6,640,690,570,3.8,MATH E
B,0.83,24,23,8,390,490,560,3.6,MATH B
C,0.82,30,27,6,510,560,510,3.3,MATH D
B,0.66,18,23,6,410,390,360,,MATH A
AB,0.7,24,23,6,390,440,490,3.3,MATH B
C,0.68,21,24,8,440,420,440,3,MATH D
AB,0.65,26,25,0,500,560,470,,MATH C
A,0.67,27,24,7,560,560,540,3.6, 
B,0.66,27,25,4,550,590,510,4,MATH D
C,,22,22,6,480,490,320,3.3, 
B,,24,24,5,460,560,540,3.3,MATH C
B,,26,25,8,720,850,670,4,MATH E
B,0.67,24,26,6,430,620,490,3.8,MATH C
F,0.83,24,22,6,520,440,420,,MATH C
B,0.83,24,22,6,520,440,420,,MATH C
AB,0.97,27,29,8,520,710,510,3.8,MATH D
D,,27,26,0,540,620,510,,MATH D
BC,,27,26,0,540,620,510,,MATH D
B,0.77,27,26,8,520,590,510,3.6,MATH D
B,0.86,22,22,8,440,510,490,3.7,MATH B
A,0.74,28,27,8,650,660,640,3, 
C,0.65,25,24,8,510,510,440,3, 
B,0.92,25,25,8,630,490,640,4,MATH D
AB,0.85,26,25,6,600,520,710,3.8,MATH D
B,0.75,26,24,8,550,560,510,4, 
A,,25,24,6,460,540,510,4, 
AB,0.82,26,27,6,480,660,440,4, 
B,,23,25,8,460,420,390,2.8, 
AB,0.83,27,25,8,650,850,610,3.2, 
AB,,33,29,6,750,850,640,3.8,MATH E
AB,0.99,28,29,8,730,850,760,4,MATH E
AB,0.83,22,25,6,460,590,420,3.7,MATH C
D,0.85,25,25,6,680,660,640,3.8,MATH E
B,0.85,26,28,8,510,490,470,3.3, 
B,0.93,25,21,8,520,510,580,4,MATH C
A,0.97,28,32,3,500,710,420,4, 
F,,23,25,8,430,440,440,,MATH B
C,,23,25,8,430,440,440,,MATH B
C,0.69,23,22,5,440,490,420,3,MATH B
B,,21,23,5,430,510,440,,MATH B
BC,0.9,24,26,6,590,660,510,3.8, 
F,,25,28,6,460,560,540,3.8,MATH C
BC,,25,28,6,460,560,540,3.8,MATH C
B,0.72,27,27,8,730,660,710,3.7, 
BC,0.77,21,22,5,500,490,560,3, 
C,0.82,24,27,0,460,540,540,,MATH C
BC,,22,21,7,330,390,360,3.2,MATH B
A,0.92,25,26,6,460,510,440,4,MATH B
A,0.84,30,24,8,790,850,560,4,MATH E
A,0.94,30,29,8,750,600,670,4,MATH E
B,0.88,21,24,5,570,620,560,2.3,MATH D
B,0.79,21,21,6,520,510,560,4,MATH C
B,0.62,21,20,6,300,460,440,3,MATH B
A,0.89,29,28,6,730,590,670,4, 
B,,25,24,4,570,660,440,4,MATH D
B,0.8,25,24,7,570,570,590,3.7,MATH D
A,,27,31,6,440,560,510,3.8,MATH C
BC,0.99,31,33,8,660,790,610,4, 
BC,,25,23,8,430,510,420,3.7, 
AB,,28,30,0,630,590,610,,MATH E
AB,,27,25,8,440,590,510,4,MATH C
C,0.9,25,26,8,540,590,560,3.3, 
A,,26,24,8,560,710,670,4,MATH D
B,0.71,27,22,6,440,540,440,3.5,MATH C
AB,,25,28,8,500,480,300,3.8,MATH C
B,0.75,24,23,6,440,440,420,3.8, 
AB,0.81,17,20,8,410,440,470,2.7,MATH B
AB,0.69,26,24,8,540,620,540,3.8,MATH D
C,0.78,17,22,8,480,380,480,3,MATH A
